author,score,date,content,text_length,days_since_release,tfidf_mean,tfidf_max,tfidf_nnz
Tbone P,10.0,2025-01-15,Great movie! They came up with a really good story for the sequel,65,964,0.0029872451269194957,0.49734525989652123,10
Tom,10.0,2025-01-13,Great Movie!  Would love to watch the first one and second one back to back in theatre's.,89,962,0.002508984269036652,0.5697210215675766,7
Annette D,8.0,2025-01-12,"Top Gun Maverick is one of those sequels that you might question why it exists, but after watching it, you'll be thankful you did. This sequel was anything but lethargic. Everything was intentional. They did a fabtastic job of alluding and connecting to its predecessor, bringing nostalgia to those who loved the original, while bringing new likeable characters and adding freshness to the story. A great balance.  It has sentimental moments and action to keep you on the edge of your seat. I say this coming from someone who saw the sequel before the original and my friend thankfully explained the connections throughout. XP Worth a watch. I enjoyed it enough to rewatch in the future. 9/10",692,961,0.006183069103498129,0.34482393876276124,42
Eiren W,3.0,2025-01-10,"A film that shows happens when you chuck money at a film, without talent or reason. Fine if you’re bored mid week, but does not earn the rating it has at all. So many more captivating and brilliant films out there that have scores less than this. 
Basically Tom Cruise staring off into the distance and tensing his jawline on loop",331,959,0.0038881815611621438,0.29889798887783114,16
prawnda s,5.0,2025-01-09,"i cannot deny that this is a technically impressive film. at the same time, i dont know how they managed to make fighter jet combat so boring.",142,958,0.003672393495500118,0.3144187275448856,14
unknown,10.0,2025-01-09,"Amazing film and a worthy successor to the original. You don't see a film like this these days and it's such a refreshing breath of fresh air. Pays respect to the past, has plenty of action, and plenty of heart. The story from the original comes full circle in a very emotionally satisfying way for Maverick, Penny, Rooster (Goose's son), and Iceman after Goose's death in the first film.",388,958,0.005259863663625925,0.35347386058701247,31
Desmond N,10.0,2025-01-08,10 out of 10 amazing women specially viola Davis,48,957,0.0016346228295276535,0.8046049815936813,3
W. Scott S,10.0,2025-01-07,"Top Gun: Maverick is tied with Edge of Tomorrow as my two all-time favorite Tom Cruise movies and probably in my top 10 or 20 all-time movies period.
Top Gun: Maverick is so much more enjoyable than the original Top Gun.  I can't put my finger on why, but I absolutely loved Maverick and only marginally enjoyed the original.  Maverick was more exciting, more heartfelt, more engaging, and just flat out more lovable.",418,956,0.005169444156547104,0.40450659663562777,30
Felipe b,10.0,2025-01-06,"Acho fantástico que esse filme não tem aqueles clichê de briga de bar, briga das principais rivalidade é um filme de não necessita disso pra mostra que o protagonista é alguém muito maneiro! O filme tem muitas cenas muito boas e sua história muito marcante e única sem passar a mão na cabeça do protagonista e dos demais,Top gun é será um filme marcante na minha vida e de muitos com seu elenco de peso e sua história que aproveita cada um do tanto que precisa ser usado 10/10.",477,955,0.00455583124932736,0.3580411911612688,25
unknown,8.0,2025-01-05,"I really enjoyed this movie, one of my bigger surprises of the year. A fun and likeable action movie that knows exactly what it is.",131,954,0.0035181032016567723,0.3417121813546674,13
ALL- C,10.0,2025-01-04,"Wow, wow, wow. I wish the story was a little more intricate - but this provides some of the best acting and action of the past decade. Brilliant.",145,953,0.0027982078595672048,0.6152684458932272,11
unknown,10.0,2025-01-04,"Movie of the Year 2022

Top Gun Maverick its one of the Top Sequels has made so far. After seeing how well T2 Judgement Day, Spider Man 2 and The Dark Knight did so well, Top Gun Maverick its what hold its cinema an entertainment summer movie. Top Gun Maverick has some amazing scale of fighters in aerial sequence I have never seen before and the performances its amazing totally Oscar nomiee. This film deserves a summer movie for sure and hopefully turn into a franchise",475,953,0.00524626130997838,0.3687000120616471,31
Jimmy R,5.0,2024-12-31,"It has a 99% score cause of all the fan boys and girls :D Its an okay action movie if you dont expect anything. Its so, SO! predictable. If you think it cant check all the clishees - trust me it will. F.e.: Very first scene: ""you go 10 Mach, not 10.2, not 10.1"" and of course he will go over the mark.
And very american patriotic. Doesn´t matter who dies as long as its no person from the US :D
It passes the time but not a 99% movie at all.",443,949,0.004791753798103055,0.3977391060728085,26
T J,10.0,2024-12-31,"Pure awesomeness, thank you Tom Cruise",38,949,0.0025017599711285653,0.48497067306871733,7
Nolan S,10.0,2024-12-31,"Probably best movie I have ever seen, absolute Cinema",53,949,0.0030489863585613478,0.4185224372050791,10
Iain D,1.0,2024-12-27,"Genuinely awful compared to the original. I don't know why people liked it so much. It was the disappointment of a lifetime. 
The original had a great storyline, it was believable, the characters were believable, the action scenes weren't overly falsified apart from the inverted scene with a MiG/F-5.
Nothing about this film is believable. CGI-tastic. Apparently the creme de la creme of the US Navy aviators are just out of nappies. Maverick flies a Mach 9-doesn't exist-looks ridiculous-nicked it without authorisation plane and ejects landing in a pub.... WTAF?!
The storyline is woeful and the acting is dreadful. 
As a huge fan of the original this is honestly one of the worst films I've ever seen. Sorry.",716,945,0.006108020037196613,0.4163888324750356,45
Jordan R,10.0,2024-12-26,"One of the best movies ever made if you ask me! I’m an 80’s baby so I eat this up but no matter how old you are this is one of the best movies out there! Hence the 99 score on rotten tomatoes , which is one of the highest scores I have ever seen.  Well deserved Mav, well deserved! ❤️",284,944,0.0035777073398277352,0.4939453680418666,14
Charvine A,8.0,2024-12-26,"A fun and solid movie for sure. I think the rating is a little high because people credit it as ""the movie that saved movies"", by getting people into theatres again after the Covid-19 pandemic. Not all that emotion can be attributed to the movie though. Definitely watch it, but keep your expectations in check.",311,944,0.004710437841888689,0.31616087056889325,23
Chloe  _,9.0,2024-12-23,I mean wow. Did not think it could be better than the original but the plot and development are just stunning. Really makes you feel something.,143,941,0.0037830406404311405,0.3638598547805117,15
unknown,6.0,2024-12-23,"This is why you buy 100"" TV.
Visually beatiful. So turn off your brain and enjoy the flight!",93,941,0.002626496846743473,0.4247322978891756,7
T Scott B,2.0,2024-12-23,"What a piece of crap. Nothing believable in this movie, complete horseshit.",75,941,0.002128961145706411,0.5058702424838531,5
Caleb S,10.0,2024-12-21,"A American made masterpiece. Filled with an amazing story and gripping stunts, top gun maverick will go down as one of the best movies in the last decade.",154,939,0.0038342448590633843,0.3364043680034863,16
Stella B,7.0,2024-12-19,This was every fan boy's dream!!!,33,937,0.0017226690604047997,0.6435048296982983,3
Abubakar B. S,10.0,2024-12-16,This is the best movie of 2022. The action is out of this world. Tom Cruise did a good job. Kudos. I have watched it more than 5 times.,135,934,0.003911582616769199,0.36791409445527495,17
Kauã M,10.0,2024-12-15,"Simply flawless, a film that promised nothing and delivered everything and more, every aspect raised to the highest possible quality, I waited a long time to see this film and it was worth every second of the incredible experience.",231,933,0.003959376756103279,0.2948128277347166,16
Brenda,9.0,2024-12-15,Exceptional film. Great performances. Action & storytelling have you on the edge of your seat. The best soundtrack. Highly recommend this movie,143,933,0.0038131111695945867,0.3387222867714706,16
Miles  O,4.0,2024-12-13,"I mean it was alright, I found it quite cheesy with most characters having little depth or actual personality about them. I feel like it was mostly about ticking boxes rather than trying to make a good movie.",208,931,0.0038726039822688375,0.32047948931409026,16
Deca F,9.0,2024-12-11,"A real actual Summer Blockbuster , much like the original Top Gun but enough fresh and interesting moments and plot to make you go for a rewatch! No forced agendas, just good fun if not a bit slow in some parts.",211,929,0.004866799548196826,0.25516766721073003,25
Pedro Henrique C,10.0,2024-12-07,"Top Gun: Waverick It has an incredible soundtrack, I really liked the opening song of the film, the same as Top Gun 86. Simply Cinema.",134,925,0.003104800826822442,0.4008477587178625,10
Garren P,10.0,2024-12-02,"So, I'm a f-18 and f-14 lover and I have been watching Tom Cruise's movies forever (Mission Impossible, and 1986 Top Gun), But when I first watched this movie I was blown away. I actually went to the movies again to watch it. This is 100% my favorite movie. 😁👍 🔥🔥🔥🔥🔥🔥",267,920,0.004745343981815235,0.2608146388223436,24
Gustav G,10.0,2024-12-01,"I would not have thought that you could make films like this nowadays, but, oh boy, did Tom Cruise prove me wrong! Highlight: the reunion between Ice and Mav! If you liked the first film, fire up your speakers and have fun!",223,919,0.0037505632354398527,0.35082607423877665,15
jake,10.0,2024-11-27,Great movie! Enjoyed it!,24,915,0.0018953950665722562,0.6603008973223762,4
Colin E,10.0,2024-11-27,Proof that good movies are still capable of being made.,55,915,0.0014120931244958794,0.7447538217462051,2
Stephen H,9.0,2024-11-25,Holy crap! So good! Better than the original! So entertaining in all aspects.,77,913,0.003027817519067499,0.3979890667634914,10
Cavanagh W,9.0,2024-11-20,This movie reminds me why I love America.,41,908,0.001575161757614893,0.8317112078552646,3
Opelman,10.0,2024-11-19,Another great Tom Cruise action series.,39,907,0.002233581178966153,0.4752966984094893,5
unknown,9.0,2024-11-06,"I honestly went into this film a little skeptical. Shockingly, Top Gun: Maverick just might be better than the original. Seriously, it's just that good.",152,894,0.003936479663947261,0.3364688031035802,17
Morghen V,10.0,2024-11-04,This movie is incredible. If you haven’t seen it you’re missing out,67,892,0.002531032988041661,0.4724770443018612,7
Wing Hong C,10.0,2024-10-30,"peak visuals, oscar deserved",28,887,0.0019960425544825397,0.5454290154382676,4
Julian P,10.0,2024-10-23,"To make a sequel that is better than the original is quite a feat but they managed it. Absolutely astounding - yes of course it's predictable, get over it!",155,880,0.003355026864659799,0.38826497326797893,12
Rhyan G,10.0,2024-10-21,Perhaps the only reboot/ sequel that is legitimately better than the original. Entertaining plot and plenty of comedic references to its predecessor,148,878,0.0033506737184281366,0.37178531916396146,12
Emyr,10.0,2024-10-21,We all love the beach scene,27,878,0.001690427050033698,0.7274307614238921,3
Paul M,2.0,2024-10-20,"I don't get the love for this one. Silly and cringe-worthy story (even after a 2nd viewing). Too sentimental, made worse by Zimmer's soulless score that keeps droning on. The story arc is a heck of a lot flatter than the bombing mission being flown, lackluster acting, obvious vfx scenes that don't match the real plane action, etc etc.

An unworthy successor to the great 80s Top Gun.",387,877,0.00472044221455371,0.3403551482756148,24
Gregory T,1.0,2024-10-20,Absolutely terrible movie. I walked out after 10 minutes. Last time I did that was with Mama Mia.,97,877,0.002704933779774705,0.494488710282956,8
max e,10.0,2024-10-20,Best movie of 2022 with great action,36,877,0.0026696599026864807,0.5113345054296442,8
Phillip M,10.0,2024-10-19,"Went to the cinema in 1986 to watch the first one and bought the soundtrack, so the franchise holds a cherished place in my memory. Watched the first one again before watching Maverick and thought it doesn't translate too well now to a modern audience. Therefore I was fearful about a second treatment. All fears were unwarranted,  IT IS EXCELLENT! Brilliantly shot, great storyline and wonderful development of Maverick's character. Kept me captivated throughout.",464,876,0.004922494157125833,0.25170125234432567,25
R D,1.0,2024-10-19,"What a roller coaster of a ride!! And just like a roller coaster its good for about 2 minutes, then your off to find something else to do.  How this made the top 10 of the top 300 of all time is way beyond belief.  Im guessing dollars push it there.  Money not well spent.",272,876,0.003154347749122427,0.47581552349046613,13
Aidan,10.0,2024-10-19,"“Top Gun: Maverick” improves upon the original in every single regard. The cast is even more star-studded, the aerial action sequences are bigger and better, and the story is more focused and emotionally resonant. This should be the standard for how to do a legacy sequel right.",278,876,0.004529357872398885,0.28376523890359767,22
Shay W,10.0,2024-10-17,"I remember Tom Cruise appeared at, I think it was a Comic Con, and he described the movie as an ode to flying. It certainly is. Just shot so beautifully. The first 10 minutes, the aircraft carrier with the sun behind it, Maverick on his motorbike, Maverick trying to reach Mach 10. So many wonderful images",306,874,0.004169634996819618,0.3384199773473449,19
Garrett B,10.0,2024-10-15,There has not yet been a legacy sequel more awesome than this. 🇺🇸 😎✈️🪖,70,872,0.001964920682634077,0.5576816072243346,4
Melissa,10.0,2024-10-13,Súper intense!!! One of my favorite (top 10) movies ever!,57,870,0.001975124272852297,0.5970665936804285,4
Daniel M,10.0,2024-10-10,"The perfect epic movie! Cruise was fantastic, the story was good with a mission that made me care about all the characters and it had many emotional moments. The directing was perfect, a very well made movie!",208,867,0.003865832838875769,0.3692508530803773,16
Senne C,6.0,2024-10-10,"For such a masculine movie, this one has no balls whatsoever. Better when you forcibly read queer subtext in it. But ultimately it's the most basic of action movies.

Looks great, though.",189,867,0.002433480037083932,0.5751280309242309,7
Samjhana K,10.0,2024-10-07,Phenomenal! Worth the wait.,27,864,0.0019869793880605436,0.5657560430492984,4
Scott  G,10.0,2024-10-07,"Been waiting since 1987 for a sequel to Top Gun and this movie did not disappoint. 
Perfect mix of nostalgia, American bravado, and pure action-packed fun. Very satisfying and leaves you wanting more.",201,864,0.004080802363236682,0.3150786376397759,18
Mundo C,10.0,2024-10-01,"BEST movie ever, absolutely all were perfect",44,858,0.00249824983444075,0.5535357198372131,7
Keith N,10.0,2024-10-01,"This is a great movie, it's probably better than the first film in my personal opinion. The first one is still great, don't get me wrong, but I liked this more",159,858,0.003199011413970213,0.4051926742245284,11
Isaac M,10.0,2024-09-28,"This is my favorite movie of all time, no joke. It has action, comedy, it is one of the manliest movies you will ever see, but also has heart and great chemistry within the cast that includes non stop adrenaline rush with its high flying jet scenes",248,855,0.004628570303638053,0.2665973550720279,23
julie b,7.0,2024-09-23,Technically very good but this was far too much of “the Tom cruise show” for me to love it,90,850,0.0026636113732617555,0.49367847644882107,8
Georgan G,7.0,2024-09-22,"As trite as this sequel is, if you like the original you wil love this.  I'm not a fan, but there is no denying the rush of watching the ""dog fight"" scenes.",156,849,0.0033447444093938393,0.38528963313367737,12
Jack F,10.0,2024-09-20,"Hooked from the start. Great action, great plot, great music. Hearing the original track mixed with a beautiful score from Hans Zimmer was phenomenal. Have rewatched it several times already.",191,847,0.004247169627919478,0.3262602483785861,19
Sam P,2.0,2024-09-20,"A total snooze fest. Annoying, unlikeable characters retread the tedious footsteps of the annoying, unlikeable but at least vaguely iconic characters of the first movie. Visually dull, politically revolting and structured like a bowl of milkless porridge.

The high scores are because people saw a man on the screen whooping with delight, and like the apes they are they felt compelled to do the same.",403,847,0.003799699873031307,0.4306555232185649,18
Tim L,10.0,2024-09-18,Probably one of the all time best movies ever made. This is one of those rare movies that can be watched over and over again without ever getting tired of it.,158,845,0.0032277585716679333,0.37822303084985764,11
unknown,8.0,2024-09-17,I would say I don't think I enjoyed it to the level everyone else did. But I sure as heck had a great time. I think it's a fun movie and see why everyone likes it so much.,171,844,0.003382297832632644,0.4944190818471103,13
Ted P,10.0,2024-09-11,in 4D It was like being in the plane ❤️‍🔥❤️‍🔥❤️‍🔥,49,838,0.0013823404983056198,0.840447463375352,2
Sebastian L,7.0,2024-09-09,"This movie has no business being this good, and a lot of it is due to a great deal of respect for real characters and practical effects. The ending is pushing it a bit when it comes to believability and the dialogue isn't always poetry, but this is certainly a sequel/reboot gone airborne.",289,836,0.003965403459491799,0.31404621936696653,17
בני נ,7.0,2024-09-08,"Top Gun: Maverick delivers good action moments, but something about Cruise's energy and his chemistry with Connelly feels tired and dull.",137,835,0.0035741999669658925,0.3455391319904479,14
Liam H,9.0,2024-09-07,"This is such a good movie. It was pretty entertaining from start to finish and the final fight scene was just perfect. Coming from someone who's never seen the first Top Gun movie, everything was still super enjoyable from the get-go. I can't really name anything bad about this movie either. The final fight is easily the best past, it was so intense and definitely had a great payoff in the end. Overall, great movie, I cannot express that enough.

9/10",457,834,0.005454295575416708,0.38692619912738757,35
Suicide N,1.0,2024-09-06,I have never checked a movie 6 times to see how much longer the torture world continue.  Not memorable at all and quite boring.,127,833,0.002544667341026318,0.4841242478931654,7
Vanessa S,10.0,2024-09-06,Loved it all the way! Even better than Top Gun.  Awesome!,57,833,0.0023928422657381963,0.5416221210551719,6
Jason Loves W,8.0,2024-09-05,"One of the best movie ever made. I feel like this sequel is came out right on time and far better than original movie, which is good. Tom Cruise is terrific in this movie. The final dogfight scene is thrilling and look so realistic. All cast are great.",252,832,0.00499100190091583,0.2681685020442651,27
Theo C,6.0,2024-09-04,I tried to watch it but i fell asleep,37,831,0.001,1.0,1
unknown,9.0,2024-09-01,I was prepared to not like this movie before i saw it. It's  a great sequel and a solid movie by itself. I highly recommend.,124,828,0.0034857865431164683,0.34703419466624663,13
Takushi Y,6.0,2024-08-31,"prime, 6.8.30
ストーリーはまあ特筆するもんはないかもだが、トムクルーズはやはりスター性がある感じ。グースとの過去のショッキングな出来事、グースJr.との確執を清算するのが軸になっている。クライマックスはもうひと展開あって、映画ってやっぱ予想とは違う展開になることが多いなと再確認した。飛行シーンもリアルに出演人物が乗っているようで、見応えがあった。",182,827,0.001,1.0,1
PH N,10.0,2024-08-30,"Wonderful writing, good acting, breathtaking visual effects. It's an awesome takeover for the franchise. It will make you want to watch more of it.",147,826,0.003530650496576787,0.36158085942197793,13
Nipun H,10.0,2024-08-28,"Literally, this is the perfect sequel that ups the ante while introducing new interesting characters while respecting the iconic original cast & movie",150,824,0.003452514740230009,0.36860347423769146,13
Bradley G,10.0,2024-08-27,Top Gun: Maverick is one I am completely lost for words to describe the Maverick experience as it was just magnificent as I was blown away from it.,147,823,0.0032150261951859656,0.367307821922118,11
unknown,10.0,2024-08-26,My favorite movie it's really good!,35,822,0.002527337158799484,0.4981428938988792,7
João Paulo M,9.0,2024-08-25,"Sim, é um filmaço mas é meio superestimado",42,821,0.001413573117551819,0.7280647244324683,2
Narciso R,10.0,2024-08-25,"Love all of the flying scenes, love Mr Harris telling Mr Cruise, His time was limited. I'd have said, right back at you. Don't care for Gooses kid interaction. NRJ.",164,821,0.003361805028524556,0.5433015406821258,13
unknown,9.0,2024-08-23,A near perfect action movie that improves on the original in every way,70,819,0.003284096170975731,0.382917215697697,12
Siham O,10.0,2024-08-22,Amazing dog fights and Tom cruise as usual was on point,55,818,0.0028532879301245476,0.43273620387441697,9
Ralph W,1.0,2024-08-19,Awful. Wafer thin plot completely unbelievable. A couple of hours of my life I'll never get back.,97,815,0.0028169653645210503,0.3854522110033828,8
THOMAS M R,10.0,2024-08-18,"A true sequel to the original and a tremendous way to pass the torch to the next generation. lots of big action, shirtless sports, and F-14s vs Su-57s!",151,814,0.003032916251039297,0.42255636723692,10
Daniel P,6.0,2024-08-18,"Massively overrated. Tom Cruise acts well enough but just exactly the same as in any other movie. The movie is too long and while the plot makes sense, it's very boring at the beginning. The love story is extremely forced and could be left out in its entirety. That said, they did their best with what they had. The cinematography is great and the soundtrack is top tier - the song by Lady Gaga and One Republic are one of their career highlights.",447,814,0.005203006422790148,0.24472939951724307,29
Rosana B,5.0,2024-08-17,"Assisti com nojinho e desprezo, toda admiração pela beleza e talento de Tom Cruise dão lugar a perplexidade a cada dia de um novo 'escândalo', desculpe me, mas não consigo separar o pessoal do profissional quando se trata de abandono parental, menos encantada ao descobrir o que uma religião (Cientologia?!?!) pode ser tão destrutiva ao ponto de separa um pai de sua filha, e os filhos de uma mãe, triste… Filme chatinho, conforme minha enorme má vontade para com ele..",469,813,0.003850352487903009,0.4407839202659102,18
Janos K,10.0,2024-08-15,Glsuben si das ick verücuut bem,31,811,0.001413916447474422,0.7214520117281925,2
Geke g,10.0,2024-08-14,Tom cruise is the best,22,810,0.002126431140965128,0.7016555799167091,5
Munkhchimeg T,10.0,2024-08-14,Loved this movie. One of the best blockbuster movie with lots of decent plots.,78,810,0.0027398580056192797,0.45940507607912606,8
Bahad j,10.0,2024-08-14,"The idea behind this movie moved me a lot, but it was a movie with really satisfying expectations",97,810,0.002415203683642811,0.4700324768465818,6
unknown,10.0,2024-08-13,The best movie made in 2022. There’s no arguing.,48,809,0.0021102624288015133,0.6146053674076699,5
unknown,9.0,2024-08-10,"This film is a legacy sequel that brings back Cruise's Maverick to prepare new hotshot pilots for their toughest and most dangerous mission yet. Overall due to the flashbacks and homages to the original, tense flight sequences, stunning visuals, and a stellar ensemble cast this is a movie that will have you hanging onto the edge of your seat until it's climatic end.",368,806,0.004828455112599743,0.26895787454748743,25
Sorbetes P,10.0,2024-08-07,Good its realistic..,20,803,0.0013273337289234567,0.9076879557951166,2
Andrew L,10.0,2024-08-05,Great movie - The ending had me in tears!,41,801,0.001849412404505066,0.7359356926014765,4
Jonah K,8.0,2024-07-31,"hard for me to be super critical about a film that makes my dad so emotional. i do see the tropes, nostalgia and four-quadrant checklist. it’s just hard to compare to how i’ve seen this movie make people feel.",209,796,0.0038222177929896073,0.5236318508693304,17
unknown,10.0,2024-07-29,Pure nostalgia ride mega upgrade 👌 😎 🙌  prefect action film,59,794,0.0025443483963959665,0.46279116346521576,7
Darrin J,10.0,2024-07-29,I was very skeptical of this after 30 years because Top Gun was one of my all time favorite movies.........WOW ABSOLUTELY AMAZING!!  Couldn't have done it better!! Way to go Cruise and Cast!!,191,794,0.003981792756907521,0.33701738487250016,17
Shane C,10.0,2024-07-28,very entertaining Tom Cryise did an excellent jon,49,793,0.001968116743993264,0.5870929605201629,4
Jay W,10.0,2024-07-25,"Fantastically thrilling watch. Filled with old school action and nostalgia, from the story to the the cinematography. Great watch if you're looking for 'the good old days'.",172,790,0.003508370538539286,0.4794097104468952,14
Emma F,10.0,2024-07-21,I absolutely hate plane movies or anything like them but even as someone who only watches dog movies this caught my attention and I enjoyed it! Definitely surprised me and is well worth a try!,192,786,0.003253833348688123,0.37082559180884417,11
Dustie H,9.0,2024-07-21,I’ve always loved the first Top Gun. Maverick is even better!,61,786,0.0024301347919379267,0.4844824548694051,6
Ace N,8.0,2024-07-21,Great movie with top quality action shots!,42,786,0.0024500853001287173,0.5464423278291022,7
King C,10.0,2024-07-20,"This movie shows tom cruise mentoring a group of upcoming pilots to carry out a mission of destroying an enemy base, this movie is engaging and definetley worth watching if and when you have time!",196,785,0.003477564093267471,0.3742917788241852,13
Ed C,10.0,2024-07-20,"A cinematic MASTERPIECE. All-heart and off-the-charts UBER-cool!!!!!!!

(May part 3 be follow suit.)",102,785,0.002435242843715704,0.4578626282384732,6
bill r,10.0,2024-07-16,one of the best movie i have ever watched superb script and acting,66,781,0.0025457035252969594,0.49644054468834403,7
Irene M,7.0,2024-07-13,"decided to see it only after I enjoyed other movies with Glen Powell and Lewis Pullman. By the climax I have to admit I was riveted by the action. Enjoyed all the extras, learning how all the actors had to go thru a crash course in becoming naval aviators in 6 months so they could film everything without special effects, as well as the documentary on the Skunkworks jet. But felt NO Chemistry between Jennifer Connoly and TOm Cruise, their best scene was the one on the sailboat.",481,778,0.004779733447756319,0.35327756516700254,25
Nathan H,10.0,2024-07-12,This movie makes me proud to be an American!,44,777,0.002535738377410613,0.44823282858391095,7
David D,7.0,2024-07-11,"I don't understand the hype surrounding this movie, I mean I do to a certain extent, though I do feel it's overblown a wee bit.  It's a solid film, and a worthy successor to the original Top Gun.  It's no masterpiece though.  What it does do is give the audience what they want.  This is a movie that would have been slightly above average in the 80s or 90s, but due to the lack of talent in today's writers(at least those whose scripts are green lit), this shines all the brighter.  To paraphrase an Eddie Murphy joke ""When you are starving, and someone throws you a cracker, you think it's the best damn cracker you've ever eaten.""  So it is with Top Gun: Maverick.  It's an action movie throw back to the 80s, and it hits every mark it needs to for it's genre.  A worthwhile movie to watch, like catching up with an old friend you haven't seen in a long time.",862,776,0.006634590427718175,0.34786980208111973,50
ahsen k,6.0,2024-07-08,"Its a good drama movie but the film lacked action like in the first movie
an actual dog fight  that was intensive.",115,773,0.00315745066585214,0.3898096233530889,11
smg A,10.0,2024-07-08,"“I gotta give you your dream shot. I'm gonna send you up against the best. You two characters are going to TOPGUN.”

One of the best movies I have ever seen and the best Tom cruise movie I have seen I wish I saw this in theaters but was to busy when it came out I was on the edge of my seat the whole time just like the first watch I have to rewatch the original because it’s been a couple of years since I’ve seen the original but I really loved this one. 10/10",464,773,0.006065695746792116,0.32906191799957196,41
Verril Manuel A,10.0,2024-07-08,The Sequel is amazing and great!,32,773,0.0018794915862564464,0.7588460363430296,4
Vabian G,10.0,2024-07-08,"The Sequel After Top Gun 1, This Movie is Amazing!",50,773,0.0024730324871911455,0.5349867822293212,7
unknown,9.0,2024-07-03,"No nonsense, all the ingredients needed for an action film, acting great, story great, and unleashed testosterone. Top stuff!",125,768,0.003203671328145027,0.36668543176461005,11
Simon L,10.0,2024-07-01,"Favorite movie, period",22,766,0.0018966128902681227,0.6280815259049337,4
Keira J,10.0,2024-06-30,Great acting! Great storyline! Great soundtrack! The movie is absolutely perfect!!! You can FEEL the intensity and emotions of the characters. The mission completion and the life and death situation is palpable! Huge fan of Tom Cruise after this movie! The man is an acting genius!,281,765,0.005129608481928875,0.2832937325274231,28
Richard F,10.0,2024-06-29,"People say 'Fan Service' like it is a negative thing. This movie proves the value of well delivered fan service. As a lifelong fan of the original movie, this sequel gave us everything we could have asked for. Great Dog Fights, they gave us so much character development from Maverick to Ice Man and the gosling. The movie sits with Aliens and Terminator 2 in the hallowed halls of amazing sequels.",398,764,0.004681440747512493,0.404002454420263,28
conan t,10.0,2024-06-27,Now that’s a movie!  It’s got everything you would expect done brilliantly.  Love it!,85,762,0.002114456184914848,0.5862666286491176,5
Roman B,10.0,2024-06-23,Amazing pro America and its allies movie. Great actors great story love it.,75,758,0.002876829096382138,0.4584711127068111,9
Zane D,10.0,2024-06-23,One of the best movies ever!,28,758,0.0017050186018306868,0.7101246873299907,3
Michael E,9.0,2024-06-22,This film is an experience like nothing I've seen before.,57,757,0.0025708615758106086,0.545949596083625,7
Rexie S,10.0,2024-06-22,"How movies should be. Period. A perfect tribute to its own past, an amazing narrative to its presence. 10/10.",109,757,0.002883829193944688,0.49103651839683005,9
Simone C,8.0,2024-06-21,"Eh, it was ok. With Tom Cruise being in it though, I was expecting way more precision in the flight scenes. Instead there were turns that made no sense, G forces that made no sense and had no end, it was a bit ridiculous... Still ok though.",240,756,0.003301354734831368,0.5819114540992664,14
Joshua S. I,10.0,2024-06-19,Finally! A great flick where I don’t feel like I’m getting preached at the entire time!,87,754,0.003065994598883344,0.41939351903973904,10
Ken T,10.0,2024-06-19,It really doesn’t get any better than this!  Worth the wait!,60,754,0.0025826854984808568,0.4727717715645133,7
unknown,4.0,2024-06-18,Not enough world building in my opinion,39,753,0.0014141378340736806,0.7143864685638115,2
Jonathan S,9.0,2024-06-18,"It has the all the nostalgia from the Top Gun, maybe a little too much.
Sometimes it feels frame by frame, until you get to the final act, which I can say it quite an achievement. 4.5/5",186,753,0.0029236117950228336,0.6255800733376586,10
Mike S,10.0,2024-06-17,"What a ride! I was not expecting to enjoy this film, but it truly embodies what it means to be in the cinema and enjoy the experience. The writing, music, acting, and pacing is all impeccable.",192,752,0.0033255174104592274,0.4921119211430582,12
Jason O,8.0,2024-06-17,1st Top Gun was better but I like the new take and the storyline. a good movie to see.,86,752,0.002832041159449671,0.4913832742507159,9
Alex M,8.0,2024-06-16,"8.3/10

That's it. That's my entire review.",45,751,0.0013989226823277368,0.8031620268763677,2
unknown,10.0,2024-06-16,"This movie is like a cheese-burger: it's cheesy, it's good, and it's all-American. What's not to love?!",103,751,0.0025024073248098013,0.5194354308871637,7
unknown,10.0,2024-06-16,"Finally we get a sequel and unlike most sequels this was just as good at the original.
Well written, acted and directed.",121,751,0.0031785002700658923,0.3859704762740095,11
J T,10.0,2024-06-15,One of the best movies in the last 35 years.,44,750,0.00196828602354337,0.5829736430349657,4
Luke F,10.0,2024-06-15,Absolute must watch Movie. Makes you proud to be an American! Feeling the need for Speed,88,750,0.0036348056628767314,0.319460743179175,14
Sam D,10.0,2024-06-15,"Wasnt expecting to enjoy it as much as I did. Seemed to capture the spirit of the first movie - and had a certain 90s charm to it.
Tom Cruise is just the consummate movie star.
May watch it again. Excellent.",209,750,0.0037146283973197984,0.3530065490280201,15
Paul D,10.0,2024-06-14,"What a film, hooked from start to finish",40,749,0.002387625480957017,0.5025694899564785,6
N M,10.0,2024-06-14,So good. So rewatchable. Thanks Tom Cruise for temporarily saving Hollywood.,76,749,0.002492765255727391,0.5725294470447566,7
Jimmy  D,10.0,2024-06-12,I was not sure how a sequel so many years later would be especially in todays age. But i was pleasantly surprised and it was Great.,131,747,0.0029081207521986707,0.4140412556337962,9
Owen G,10.0,2024-06-12,Tom Cruise never ceases to amaze me in every possible way. Top Gun Maverick is an absolute gem.,95,747,0.0029191331590539263,0.4862197465991996,9
OSCAR P,1.0,2024-06-12,I worked with these A/C on the flightline back in the day. This movie portrays NOTHING in reality.,98,747,0.0015972357084510702,0.7208929247958189,3
